Código del Prestador,Nombre de la IPS,Dirección,Clase de Prestador,Clase de Persona,coord_x,coord_y
1100119508,ELITE DENTAL SUCURSAL GALERIAS,DG 53 C N 23 - 44 LC 2,Instituciones - IPS,Juridica,"-74,07332863040952","4,643259639627753"
1100106834,RTS AGENCIA HOSPITAL MILITAR CENTRAL,TRANSVERSAL 3 No. 49-00 HOSPITAL MILITAR CENTRAL PISO CUARTO ALA NORTE UNIDAD RENAL.,Instituciones - IPS,Juridica,"-74,06213823966013","4,63562550994148"
1100119629,INSTITUTO DEL CORAZON DE BOGOTA,AV CARACAS # 34 47,Instituciones - IPS,Juridica,"-74,0696095602175","4,62354667976186"
1100117708,CITYDENT CLINICAS DENTALES DE COLOMBIA,CL 38 SUR # 86 07,Instituciones - IPS,Juridica,"-74,16298656029112","4,6346076198681265"
1100119646,TECHNO VISION OPTICS,CALLE 19 12 - 85 LOCAL 01,Instituciones - IPS,Juridica,"-74,0744658203041","4,607322819985726"
1100119646,VISION HOUSE,CALLE 19 12 - 85 LOCAL 2,Instituciones - IPS,Juridica,"-74,0744658203041","4,607322819985726"
1100119646,GROUP CITY VISION,CALLE 19 12 - 85 LOCAL 03,Instituciones - IPS,Juridica,"-74,0744658203041","4,607322819985726"
1100119663,"CENTRO DE INVESTIGACIÓN Y EVALUACIÓN PSICOLÓGICA EDUCATIVA ""CIEPSE"" E.U.",CL 45A No.20-96 CS 701,Instituciones - IPS,Juridica,"-74,07368465970607","4,6342071502942455"
1100119703,OPTIRED LTDA,CALLE 51 No 14 - 88,Instituciones - IPS,Juridica,"-74,06750973027457","4,638677470154264"
1100117708,CITY DENT CLÍNICAS DENTALES DE COLOMBIA,CALLE 38 SUR No. 86-15,Instituciones - IPS,Juridica,"-74,16330569038908","4,634644849685304"
1100119776,NATURAL BODY CENTER LTDA,CL 53 B 24 80 CS 413,Instituciones - IPS,Juridica,"-74,07440458035455","4,643538230344695"
1100119776,NATURAL BODY CENTER LTDA.,CL 53 B # 24 80 CS 702,Instituciones - IPS,Juridica,"-74,07440458035455","4,643538230344695"
1100119796,C Y R SALUD IPS SAS,carrera 13 # 37-37 piso 6,Instituciones - IPS,Juridica,"-74,0676099903451","4,625447510299249"
1100107335,CAJA DE COMPENSACION FAMILIAR COMPENSAR / CONSULTORIO EMPRESARIAL BAYER S.A.,KR 58 No. 10-76,Instituciones - IPS,Juridica,"-74,11318746975904","4,628764790325862"
1100119807,UNIDAD TERAPEUTICA INTEGRAL BITA E.U.,CL 5 # 28 A 28,Instituciones - IPS,Juridica,"-74,09810241962062","4,604022409652864"
1100119814,FUNDACION MISION SALUD,CALLE 1F N. 29B-29,Instituciones - IPS,Juridica,"-74,10306001955274","4,600217190359039"
1100119844,CENTRO DE RADIOLOGIA ORAL AMERICAS 1,AVENIDA 1 DE MAYO NO 71 F 25 PISO 2,Instituciones - IPS,Juridica,"-74,13826843967817","4,617037480301918"
1100116366,CENTRO INTEGRAL TERAPEUTICO DE MANO CITMA,CARRERA 70A No.5B-61,Instituciones - IPS,Juridica,"-74,1315607095702","4,6289140403149425"
1100108613,MEDIEXPRESS SEDE 4,AV CIRCUNVALAR # 20 53 SERVICIO MEDICO,Instituciones - IPS,Juridica,"-74,06333673957285","4,611246789619929"
1100119937,LINK SALUD OCUPACIONAL LINK S.O,CARRERA 20 No 53-84 Piso1 consultorio 101 - 102,Instituciones - IPS,Juridica,"-74,0709529898266","4,64231922961471"
1100117234,CENTRO RADIOLOGICO MAXILOFACIAL KENNEDY,Calle 37 Sur No. 78F-32 Bloq 41 Apto 110,Instituciones - IPS,Juridica,"-74,15174301981963","4,623171739627425"
1100120008,MAXIDENT PLUS CLINICAS ODONTOLOGICAS SAS,calle 57 No 9 75,Instituciones - IPS,Juridica,"-74,06427828987329","4,643855410344595"
1100112751,IPS ZONA INDUSTRIAL,AC 13 # 47 54,Instituciones - IPS,Juridica,"-74,10504170037457","4,626469840353148"
1100112751,CENTRO MÉDICO FAMILIAR MANDALAY,CR 78 # 5 - 25,Instituciones - IPS,Juridica,"-74,14525089975288","4,629049820099858"
1100112751,CENTRO MÉDICO FAMILIAR AMÉRICAS,KR 67 A 4G 26,Instituciones - IPS,Juridica,"-74,12187140006732","4,627755230009776"
1100105868,UNIDAD MEDICA SANTA FE AMERICAS,Calle 6 A No. 69 c 56,Instituciones - IPS,Juridica,"-74,129918099649","4,630331420284938"
1100120057,SERVICIOS MEDICOS VITAL HEALTH S.A.S.,CALLE 30 No 17 70,Instituciones - IPS,Juridica,"-74,07407121016271","4,6198348295928895"
1100117479,CLINICA COLOMBIANA DE PROTESIS DENTALES EU SEDE AMERICAS,AV CL 6 (LAS AMERICAS) No 70B 71,Instituciones - IPS,Juridica,"-74,13297468028527","4,629415669863487"
1100120165,En Casa Terapias y Salud,CALLE 60 A No 5-54 Oficina 102,Instituciones - IPS,Juridica,"-74,06052371017638","4,645647880353873"
1100120179,ORTOPEDICA CHAPINERO E.U.,CRA 15 # 54 - 47,Instituciones - IPS,Juridica,"-74,06727913004619","4,6419002499784465"
1100120233,CENTRO DE INVESTIGACIONES EN EPILEPSIA,TV 74 F No 40 B -54 SUR CS 610,Instituciones - IPS,Juridica,"-74,15348702977347","4,616289829662537"
1100106024,DINAMICA IPS IPS SANTA FE SEDE AMERICAS,AV AMERICAS No. 69 C 56 PISO 1,Instituciones - IPS,Juridica,"-74,12981898043887","4,630012379872813"
1100120249,SOLUCIONES MEDICAS EMPRESARIALES LIMITADA SOMEDE LTDA,calle 41 nº 21-29,Instituciones - IPS,Juridica,"-74,07404962005319","4,631275229905628"
1100120257,SOLUCIONES EMPRESARIALES INTEGRADAS S.E.I. LTDA,CALLE 39 N. 17 - 26/28,Instituciones - IPS,Juridica,"-74,07150849003199","4,627341630179741"
1100102404,INSTITUTO DE DIAGNÓSTICO MÉDICO S.A SEDE PALERMO,CL 45 B No 24-25,Instituciones - IPS,Juridica,"-74,07543897962444","4,635133860197272"
1100102166,REHABILITANDO PALERMO,KR 23 # 45 C 31 CS 216 SUR,Instituciones - IPS,Juridica,"-74,07449821984144","4,6361588596939365"
1100115099,LINDE COLOMBIA AGENCIA REMEO CENTER BOGOTA,AK 14 No. 40A- 04,Instituciones - IPS,Juridica,"-74,0682379998653","4,6279900397597356"
1100108995,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,KR 15 # 34 47,Instituciones - IPS,Juridica,"-74,07045742970853","4,623715520233039"
1100120394,FUNDACION SALUD DE LOS ANDES,CLL 44 No.58-05,Instituciones - IPS,Juridica,"-74,09489379013935","4,6476849800807924"
1100120538,AVENIR CIA LTDA,Cl 50 Nº 8-24 CS 305,Instituciones - IPS,Juridica,"-74,06424408023064","4,636996779867713"
1100109199,JAVESALUD CENTRO DE ASESORIA PSICOLOGICA,KR 7 # 40 62 Piso 2,Instituciones - IPS,Juridica,"-74,06501040964332","4,628118890327861"
1100109199,JAVESALUD CENTRO JAVERIANO DE FORMACION DEPORTIVA,KR 7 # 43 82 ED 91,Instituciones - IPS,Juridica,"-74,06344857982573","4,630614339905266"
1100117738,Previtest Distrital,AC 19 No 36 - 28 PI 2,Instituciones - IPS,Juridica,"-74,09304512016669","4,623230160403547"
1100120598,Profesionales en Servicios Integrales de Salud SAS,CRA 9 N° 53-58 OFICINA 311,Instituciones - IPS,Juridica,"-74,06335610006386","4,639899600229256"
1100102404,IDIME COMPENSAR KENNEDY,TV 78 H No. 41C-48 SUR piso 4,Instituciones - IPS,Juridica,"-74,15845564035604","4,615737469889209"
1100120666,HEMERA UNIDAD DE INFECTOLOGIA SAS,CALLE 35 #6-64 PISO 1,Instituciones - IPS,Juridica,"-74,0663347204082","4,622353900188759"
1100120674,OPTICAS CENTRO OCULAR DR RINCON SAS,Carrera 15 # 50-39 local 1-2,Instituciones - IPS,Juridica,"-74,06799541970429","4,638063159937159"
1100106243,LABORATORIO CLINICO DE DIAGNOSTICO ANA MARIA VOLLERT LTDA,CARRERA 13 # 48 - 63 SOTANO ZONA 1,Instituciones - IPS,Juridica,"-74,06580480961199","4,635846059999235"
1100120744,HSEQ MEDICAL LTDA,KR 26 A # 39 B 02,Instituciones - IPS,Juridica,"-74,07723625967462","4,629877720398015"
1100108258,CASA ESPINOSA,KR 1 # 20 19,Instituciones - IPS,Juridica,"-74,06623545028111","4,603186989913031"
1100107335,UNIDAD DE SERVICIOS EAAB CENTRO NARIÑO,AK 36 No. 23 - 33,Instituciones - IPS,Juridica,"-74,0913745699452","4,626509979715102"
1100108952,CLINICA PALERMO CARRERA 23,"Carrera 23 No. 45C- 31 Laboratorio Clinico Local 102- Unidad de Cirugia Ambulatoria Local 108- Unidad de Endoscopia Local 109- Consulta externa Locales 203, 203A, 204, 205, 206, 206A, 207, 208, 208A,209 y 210",Instituciones - IPS,Juridica,"-74,07421589012743","4,636351780078941"
1100120830,VICTORIA UNIDAD DE CIRUGIA PLASTICA AVANZADA S.A.S,KR 8 # 49 25 OF 101,Instituciones - IPS,Juridica,"-74,06429746980291","4,636274020266859"
1100110677,DENTISALUD,KR 7 # 12 42 PI 2,Instituciones - IPS,Juridica,"-74,07434806015351","4,599307900063117"
1100115070,OPTICA UNIVER KENNEDY,Transversal 74F #40G-35 SUR,Instituciones - IPS,Juridica,"-74,15528685025929","4,616912090232175"
1100120935,Neumo Investigaciones SAS,calle 50 N° 7 - 36 piso 3,Instituciones - IPS,Juridica,"-74,06397051987042","4,636920239627493"
1100120946,Cirurobotica Marly Litomedica S.A.,Cra 13 No 49 - 40 Cons 620,Instituciones - IPS,Juridica,"-74,06506208972162","4,636624950232704"
1100115707,DENTOLASER AMERICAS,AV DE LAS AMERICAS NO 68F-43/45,Instituciones - IPS,Juridica,"-74,12786070971335","4,629334859608282"
1100100731,PREMISALUD IPS QUINTAPAREDES,"CALLE 24 D No. 40 - 13 Piso 1: Consultorio 101, 102, 103,104, 105, 106,107, 108,109, 110. Piso 2: Consultorios 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215 Piso 3",Instituciones - IPS,Juridica,"-74,09097283975689","4,632351149937379"
1100121098,LADENT I.P.S S.A.S,CARRERA 50 NO 21- 41 LC 206,Instituciones - IPS,Juridica,"-74,10078123981532","4,636263090413043"
1100107335,SEDE ALQUERIA,AK 68 No. 39 - 11 SUR PI 1,Instituciones - IPS,Juridica,"-74,13422718960783","4,602283229935295"
1100121109,CLINICA MICHEL BELTRAN,CALLE 8 B #77-32,Instituciones - IPS,Juridica,"-74,14036995036902","4,6403158295787446"
1100121113,CLINICA ODONTOLOGICA ASSIST DENT,CALLE 32 SUR N° 52 A 08 LOCAL 201,Instituciones - IPS,Juridica,"-74,12832399965144","4,604677269625943"
1100117929,ANDAR ALQUERIA,AK 68 # 39-11 SUR,Instituciones - IPS,Juridica,"-74,13422718960783","4,602283229935295"
1100121172,SERVICIOS MEDICOS M S LTDA,CR 13 Nº 49-40 OF 532,Instituciones - IPS,Juridica,"-74,06506208972162","4,636624950232704"
1100121192,RED NACIONAL ESTETICO ORAL LTDA,CRA 78 M No 56A-17 SUR,Instituciones - IPS,Juridica,"-74,17310780044387","4,610559630258947"
1100121212,FUNDACION FENIMA,CL 7a No. 71b 75,Instituciones - IPS,Juridica,"-74,13490304968826","4,632503070090381"
1100121255,ASISTIRTE SAS,CALLE 45B N° 22-20,Instituciones - IPS,Juridica,"-74,07389532991156","4,635215439814195"
1100102317,ACUEDUCTO,AK 36 No. 23 - 33 CONSULTORIO No. 13,Instituciones - IPS,Juridica,"-74,0913745699452","4,626509979715102"
1100109208,fundaciòn semillas de vida,CL 35 B sur No 75 - 09,Instituciones - IPS,Juridica,"-74,14847798961324","4,622218220299486"
1100121310,GASES INDUSTRIALES DE COLOMBIA S.A.CRYOGAS S.A,KR 69 # 13 91,Instituciones - IPS,Juridica,"-74,12279337967095","4,642780000288924"
1100103155,CENTRO DE CUIDADO INTERMEDIO,CALLE 33 BIS NO 15-50,Instituciones - IPS,Juridica,"-74,07107456961377","4,621739770097656"
1100107039,CLINICA ODONTOLOGICA PROTECCION ORAL SEDE AMERICAS,CALLE 6A No. 71B - 16,Instituciones - IPS,Juridica,"-74,13449079034649","4,630790570076332"
1100117699,ODONTOFAMILY H KENNEDY,TRANVERSAL 73 D N 39 A 37 SUR,Instituciones - IPS,Juridica,"-74,15199896960702","4,617382440323248"
1100121361,Helpharma Bavaria,Calle 31 No. 13A 51 Of 318,Instituciones - IPS,Juridica,"-74,07079112958206","4,617822890036073"
1100115985,CRPs CALLE 45,AV CARACAS No44-54 LC 201B,Instituciones - IPS,Juridica,"-74,0674727403461","4,632193610340081"
1100121422,HSEQ SALUD EMPRESARIAL,Calle 37 No. 17 A 03 Piso 2,Instituciones - IPS,Juridica,"-74,07213182022785","4,625911709671546"
1100121476,GINESALUD IPS,CALLE 11 SUR N 31 - 39 LC 104 - 103,Instituciones - IPS,Juridica,"-74,09530873005393","4,6120761200786555"
1100121477,UNIDAD MEDICA ONCOLOGICA ONCOLIFE IPS SAS,CALLE 45C No. 25-40,Instituciones - IPS,Juridica,"-74,07609316964525","4,63617338000729"
1100105597,"Laboratorio Clínico CAFAM, Central de Procesamiento",Carrera 16 Nº 52-35,Instituciones - IPS,Juridica,"-74,0687451302842","4,64017122986806"
1100121508,APOYO TERAPEUTICO AMBA LTDA SEDE MARCELLA,AV AMERICAS AC 6 No 71 B -31 LC 102,Instituciones - IPS,Juridica,"-74,09295587972973","4,625339460044551"
1100121523,A&V ClÍNICAS ODONTOLÓGICAS SAS,Calle 44 No. 72B-38 sur,Instituciones - IPS,Juridica,"-74,14581441023567","4,600019790200709"
1100105606,LABINTOX S.A.S SEDE OLAYA CALLE 27 SUR,CALLE 27 SUR N 14-39 CONSULTORIO 102-202-301-302,Instituciones - IPS,Juridica,"-74,07280217992378","4,616279580005154"
1100121548,CLINICA DE ESTETICA DERMOESTETIC IPS SAS,CRA 29 A No 3-20,Instituciones - IPS,Juridica,"-74,09961776970711","4,60306230030217"
1100121657,BIOMAB I P S SAS SIGLA BIOMAB I P S,CALLE 48 N°13-86,Instituciones - IPS,Juridica,"-74,06670717000985","4,635595210392198"
1100121678,Fundación para la atención integral de niños y niñas con habilidades y necesidades especiales. SURCOS,carrera 29 Nº 39 - 05,Instituciones - IPS,Juridica,"-74,07952865966838","4,626943189917833"
1100105606,LABINTOX S.A.S SEDE TEUSAQUILLO,Av. Caracas 31B - 19 CONSULTORIO 101-204-308,Instituciones - IPS,Juridica,"-74,07073718035936","4,6197117796897045"
1100107335,SEDE UNIDAD MEDICA SANTAFE KENNEDY,KR 78 K No 33 A - 39 SUR Pl 2,Instituciones - IPS,Juridica,"-74,14758235041036","4,624219169885653"
1100121758,DENTAL BANK DE COLOMBIA SAS,CRA 22 No 45B-38 CS 601-602,Instituciones - IPS,Juridica,"-74,07353222997541","4,635071489998693"
1100121764,FISIOSERVICIOS LTDA,CRA. 23 45C - 31 CS 6N08 / 505A,Instituciones - IPS,Juridica,"-74,07449821984144","4,6361588596939365"
1100105480,SERVIOFTALMOS SEDE SANTA ISABEL,AK 30 No. 4A-68,Instituciones - IPS,Juridica,"-74,09915740019198","4,60450386964555"
1100121876,CENTRO INTERNACIONAL INTEGRAL DE RESTAURACION - CIIR,Carrera 27 A No 4 A - 41,Instituciones - IPS,Juridica,"-74,09748768001381","4,60307597960052"
1100121915,SIMETRIC SUR,CL 26 SUR # 70B 24 P 3,Instituciones - IPS,Juridica,"-74,13682741979157","4,615875859608551"
1100118477,ASISTENCIA CIENTIFICA DE ALTA COMPLEJIDAD S.A.S.,Calle 42 No. 13 - 28 Oficina 101 Consultorio 12,Instituciones - IPS,Juridica,"-74,0672552097068","4,630088830427171"
1100121986,SHALOM SISTEMAS ADELGAZANTES,CALLE 8 No. 76-48 PS 2,Instituciones - IPS,Juridica,"-74,14092031041434","4,638063260219014"
1100121987,ESENCIAL IPS,CALLE 42 #13 A -11,Instituciones - IPS,Juridica,"-74,06760119044858","4,629778999826971"
1100106213,ENFASO PROCEDIMIENTOS CLÍNICA COLOMBIA 822,CALLE 22B No 66-46 CONS 822,Instituciones - IPS,Juridica,"-74,10735344019807","4,646728439743719"
1100122116,VITALDENTPLUS,CR. 73 A No. 6 -95,Instituciones - IPS,Juridica,"-74,14153444994655","4,632420240208858"
1100109178,CHAPINERO CPO,Avenida Caracas No. 49-83 Primer Piso Consultorio 113,Instituciones - IPS,Juridica,"-74,06693973036217","4,637257690302247"
1100122139,IPS HOSPITAL ORTOPEDICO SAS,AC 57 # 26 12,Instituciones - IPS,Juridica,"-74,07387002975989","4,645662319889274"
1100122150,MEDICAL PRO&NFO S.A.S.,Calle 36 Sur No 77 - 33,Instituciones - IPS,Juridica,"-74,14968268969807","4,621803729900488"
1100122160,EVALUACION MEDICA PARA CONDUCTORES IPS SAS No.1,CR 13 # 38-65 Piso 2,Instituciones - IPS,Juridica,"-74,06753126019697","4,6267192498310825"
1100114243,CDM SANTA ISABEL,CALLE 1 C No. 30 - 16,Instituciones - IPS,Juridica,"-74,10526045002771","4,600168049629375"
1100122253,UNIDAD DE ESTUDIO Y TRATAMIENTO INTEGRAL DE LAS EPILEPSIAS UNIEPILEPSIAS SAS,KR 19 # 84 -17 consultorio 301 - 304,Instituciones - IPS,Juridica,"-74,07449821984144","4,6361588596939365"
1100115497,SIESUA JAVERIANA,CALLE 45 No 6 58 LOCAL 17,Instituciones - IPS,Juridica,"-74,06343225025049","4,631187829848759"
1100115497,SIESUA PLAZA AMERICAS,KR 71 D # 6 94 SUR LC 1805 C.C PLAZA DE LAS AMERICAS,Instituciones - IPS,Juridica,"-74,13528837035128","4,618916270168504"
1100122274,GERIZIM CENTRO MEDICO ESPECIALIZADO EN SALUD OCUPACIONAL EU,CALLE 40 no 19-14,Instituciones - IPS,Juridica,"-74,07274439040324","4,6302637095953845"
1100104052,RX COUNTRY SEDE MARLY,CALLE 47 # 13 33 OF 105,Instituciones - IPS,Juridica,"-74,06646888020263","4,634149829949222"
1100122309,Therapy Childrens SAS,calle 42 sur No 78m-41,Instituciones - IPS,Juridica,"-74,16086250997151","4,619176799561113"
1100122342,SOLUCIONES ODONTOLOGICAS ESPECIALIZADAS SAS,CARRERA 27 # 45 - 10 PISO 2 CONSULTORIO 203,Instituciones - IPS,Juridica,"-74,07722365002297","4,634459720415523"
1100121662,FACIL REIR UNIDADES DE ESTETICA DENTAL CHAPINERO,Kr 13 # 52A-20,Instituciones - IPS,Juridica,"-74,06492830991455","4,639783999724779"
1100105480,SERVIOFTALMOS CC MILENIO PLAZA,AK 86 N0. 42B-51 SUR L 2-165/166/167,Instituciones - IPS,Juridica,"-74,16905702014667","4,629656520220344"
1100107335,CONSULTORIO EMPRESARIAL SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,KR 13 No. 27 - 00 Piso 4 Sur,Instituciones - IPS,Juridica,"-74,07038536955137","4,615042609933236"
1100112552,BIO ALGA SUR,KR 71 D # 6 94 SUR LC 4504,Instituciones - IPS,Juridica,"-74,13528837035128","4,618916270168504"
1100122496,MEDICAL GLOBAL CENTER SAS,CARRERA 15 NO. 56-21,Instituciones - IPS,Juridica,"-74,06700340025456","4,643740219670593"
1100105506,CMD SIPLAS SAN MARTIN,CR 7 No. 32-16 LOCAL 117 - 118,Instituciones - IPS,Juridica,"-74,06809041025737","4,61884650971727"
1100122556,CLINICAS MEDICAS Y ODONTOLOGICAS MAGUER,Cl 57 B No. 70 74 Sur,Instituciones - IPS,Juridica,"-74,16161223043291","4,599865440081634"
1100122577,GAVAVISION UNIDAD DE ESPECIALISTAS SUCURSAL BOGOTA,AV CARACAS CARRERA 14 No.38-34,Instituciones - IPS,Juridica,"-74,07890916977036","4,604576630253471"
1100110677,DENTISALUD KENNEDY,CR 78 B Nº 26 - 36 SUR,Instituciones - IPS,Juridica,"-74,14795608999275","4,624921459750952"
1100117744,OPTICAS SBC LIMITADA CONSULTORIO,CARERA 80 No 45 A -07 SUR,Instituciones - IPS,Juridica,"-74,16753356995127","4,620185410446861"
1100117744,OPTICAS SBC LIMITADA,CARRERA 13 19 20,Instituciones - IPS,Juridica,"-74,07491119963208","4,6081428203596"
1100103266,RADIOTERAPIA ONCOLOGIA MARLY EQUIPO 2,CALLE 50 No 9 - 32,Instituciones - IPS,Juridica,"-74,06473904027409","4,6373401104306575"
1100117708,CITY DENT CLÍNICAS DENTALES DE COLOMBIA,AUTOPISTA SUR 54 B - 11,Instituciones - IPS,Juridica,"-74,14224002000837","4,5953146301362064"
1100122804,FAMILY MEDICAL ASSISTANCE SAS,CALLE 79 60 62,Instituciones - IPS,Juridica,"-74,13308219964163","4,631088199751943"
1100122871,SOULMEDICAL LTDA,CL 50 No. 13-62 OF 704 Y 8º PISO,Instituciones - IPS,Juridica,"-74,0661982402654","4,63751027007762"
1100122886,FACSALUD & MEDISCHOOL LTDA,KR 65 # 22 A 43 TORRE 4 APTO 203,Instituciones - IPS,Juridica,"-74,10712346968872","4,6458436498788505"
1100107521,SEDE B,TRANSVERSAL 16A No. 45D-32,Instituciones - IPS,Juridica,"-74,07071997043515","4,634054509727534"
1100122936,ORTO DENT SAS,AK 50 No 37 - 17 SUR,Instituciones - IPS,Juridica,"-74,12529515000797","4,598008680125389"
1100121986,SHALOM SISTEMAS ADELGAZANTES,TV 31 # 11 - 39 SUR LOCAL 214,Instituciones - IPS,Juridica,"-74,10940733029737","4,598399100193909"
1100109177,CLINICA DEL SENO IPS LTDA SEDE KENEDY,CL 38 C SUR # 78 P 03,Instituciones - IPS,Juridica,"-74,1563039300105","4,624114439554528"
1100123053,RENACER ORAL CLINICA ODONTOLOGICA,calle 53 # 18 A 07 oficina 301,Instituciones - IPS,Juridica,"-74,07045657990226","4,640924120053986"
1100122186,GIH MODELO USM,Cra 56 18A-47 ECBOG BOGOTA LA MODELO UNIDAD DE SALUD MENTAL,Instituciones - IPS,Juridica,"-74,10650380012763","4,634741949838535"
1100113718,VISUAL CENTER GROUP LTDA,CALLE 51 Nº14-67,Instituciones - IPS,Juridica,"-74,06735287993438","4,638260260300468"
1100123118,HOSPITAL CENTRAL POLICIA NACIONAL,Cra. 59 No. 26 21 CAN,Instituciones - IPS,Juridica,"-74,09768798006766","4,647409079773638"
1100123118,CONSULTA EXTERNA- HOSPITAL CENTRAL POLICIA NACIONAL,CALLE 44 # 50-51 CAN,Instituciones - IPS,Juridica,"-74,0913354195685","4,6425282998596575"
1100114456,SANAR REHABILITACION INTEGRAL,AC 3 27 45,Instituciones - IPS,Juridica,"-74,09835207042124","4,601550920222819"
1100116492,SEDE SISCOOP LOURDES,Calle 42 A No. 13 - 33,Instituciones - IPS,Juridica,"-74,0672173699721","4,630304050203489"
1100123163,CLINICA ODONTOLOGICA NACIONAL,CL 36 SUR # 78 A 10,Instituciones - IPS,Juridica,"-74,14977875014465","4,62250281038414"
1100123163,CENTRO ODONTOLOGICO COLOMBIANO 3,KR 78 K # 35 A 73 SUR,Instituciones - IPS,Juridica,"-74,15234452005579","4,625444229591678"
1100116016,Fundacion La Casa deBill,KR 36A Nº 54 - 77,Instituciones - IPS,Juridica,"-74,08147393985658","4,645768829696709"
1100114721,Emergencias Médicas 911 Ltda.,CARRERA 71 G NO 4-29,Instituciones - IPS,Juridica,"-74,1375195196157","4,627447060226303"
1100116446,ALEANDES Y COMPAÑÍA LIMITADA,CARRERA 17 N° 33 A 03,Instituciones - IPS,Juridica,"-74,07248894007917","4,6227117199452525"
1100113402,FISOSALUD (FISIOTERAPIA SALUD OCUPACIONAL) S.A.S. SIGLA FISOSALUD S.A.S,CRA 20 No. 34 -44,Instituciones - IPS,Juridica,"-74,07413505971817","4,624310290257439"
1100123471,CLINICOS PROGRAMAS DE ATENCION INTEGRAL SAS IPS,Carrera 13 No. 48 - 91 Local 4 y 5,Instituciones - IPS,Juridica,"-74,07228332020219","4,6289522598324915"
1100116908,UNION DE SERVICIOS INTEGRALES DE SALUD EMPRESARIAL INSALUD LTDA,CALLE 19 No.8-81 oficina 10-05,Instituciones - IPS,Juridica,"-74,07301028993072","4,605955379642743"
1100117167,SALUD VISUAL EMPRESARIAL OCUPACIONAL EU,Calle 19 No. 8-81 oficina 1005,Instituciones - IPS,Juridica,"-74,07301028993072","4,605955379642743"
1100123765,CENTRO DE EVALUACIÒN DIAGNÓSTICA Y REHABILITACIÓN NEUROCOGNITIVA S.A.S. SIGLA:CEREN S.A.S.,CRA 28 No 45A - 21,Instituciones - IPS,Juridica,"-74,07840344970644","4,635243399759088"
1100123781,IPS SANANGEL,calle 25 g 84 a 61,Instituciones - IPS,Juridica,"-74,14519744011201","4,629584929765739"
1100123784,FUNDACION COLOMBIANA PARA EL DIAGNOSTICO Y TRATAMIENTO DE LAS ARRITMIAS CARDIACAS FUNDARRITMIA,CALLE 50 N. 8 - 24 CS 301,Instituciones - IPS,Juridica,"-74,06424408023064","4,636996779867713"
1100120680,OCYH SEDE ALSACIA,CLL 12 B No. 71 D 61 LC 2-15,Instituciones - IPS,Juridica,"-74,12986098027166","4,645055769611654"
1100123845,LAFAM OPTICAS,Calle 19 No 10 - 41,Instituciones - IPS,Juridica,"-74,07442504038346","4,607011109818033"
1100123845,LAFAM OPTICAS,Calle 19 No 9 - 09,Instituciones - IPS,Juridica,"-74,07333702965741","4,606173079875019"
1100123845,LAFAM OPTICAS,Calle 19 No 8 - 69,Instituciones - IPS,Juridica,"-74,07301028993072","4,605955379642743"
1100123845,LAFAM OPTICAS,CL 19 # 28 80 LC A - 29,Instituciones - IPS,Juridica,"-74,0865707301487","4,617069089720414"
1100123845,LAFAM OPTICAS,Cra 71D N° 6 - 94 Sur Local 1915,Instituciones - IPS,Juridica,"-74,13528837035128","4,618916270168504"
1100123845,LAFAM OPTICAS,Kr 32 No 17 B - 04 Lc 233/234,Instituciones - IPS,Juridica,"-74,0902719597992","4,617682800332967"
1100123846,Odontología Marlon Becerra - Kennedy,Carrera 78B No. 39A 26 SUR,Instituciones - IPS,Juridica,"-74,1528127004223","4,619589869605546"
1100120850,emermedica odontologica alsacia,calle 12b No 71d-61 local 29 y 30,Instituciones - IPS,Juridica,"-74,12986098027166","4,645055769611654"
1100123901,DENTISALUD RESTREPO-GRUPO EMPRESARIAL SEVILLA SAS,calle 17 sur n 16 - 69,Instituciones - IPS,Juridica,"-74,0794261403349","4,608274059908819"
1100100130,SONRIA DAMA SALUD SANTA ISABEL,CR 30 NO. 3-04,Instituciones - IPS,Juridica,"-74,1000958297451","4,603201169747515"
1100117380,CENTRO MEDICO GALES LIMITADA,KR 73 D # 35 C 52 SUR,Instituciones - IPS,Juridica,"-74,14774335006884","4,620489210275796"
1100100997,"ASOCIACION CENTRO DE ATENCION PARA NIÑOS CON TRASTORNOS SENSORIOMOTORES """"ACONIÑO""",CL 6A No.71A-10,Instituciones - IPS,Juridica,"-74,13339743015294","4,630679400227583"
1100123970,PRECISION DENTAL CLINICA ODONTOLOGICA ESPECIALIZADA,AK 27 No 2 - 42,Instituciones - IPS,Juridica,"-74,09861457970682","4,600076050437858"
1100110158,ORAL SALUD CLINICA ODONTOLOGICA,CL 8 SUR No 35 A - 50,Instituciones - IPS,Juridica,"-74,11066683030947","4,601904370068787"
1100124036,Cristianos Unidos por una Sonrisa,Diagonal 46 N° 20-60 CONSULTORIOS 1 AL 4,Instituciones - IPS,Juridica,"-74,07247454996663","4,63670063989833"
1100105800,VIVIR IPS LTDA SOSIEGO,CARRERA 8 N 15 - 78 SUR,Instituciones - IPS,Juridica,"-74,07382214955526","4,602827910314748"
1100124121,"LIGA COLOMBIANA DE AUTISMO ""LICA""",CALLE 39A No. 26A 15,Instituciones - IPS,Juridica,"-74,07752180984892","4,629025810349104"
